strain.code,temp,rate.min,domain,kingdom,phylum,binomial.name,aero,trophy
483,30.325,0.015568321,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,31.775,0.012900729,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,33.475,0.020574862,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,35.05,0.024134186,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,36.825,0.028148398,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,38.45,0.028865027,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,40.325,0.028025335,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,42.225,0.029723865,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,44.25,0.025656815,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
483,46.275,0.009616309,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,16.53,0.002202643,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,17.7,0.002672225,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,18.86,0.004154894,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,20.17,0.00488663,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,21.27,0.006246096,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,22.2,0.00684697,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,23.3,0.008560911,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,25.425,0.009082652,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,26.625,0.011504832,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,27.6,0.013465837,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,28.7,0.014780655,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,29.9,0.01659999,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,31.1,0.019651771,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,32.05,0.020682951,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,33.2,0.022883819,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,34.475,0.024951968,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,35.75,0.026481648,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,37.025,0.029535117,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,38.675,0.027526219,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,40.075,0.030867056,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,41.825,0.0300951,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,43.425,0.027693927,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
484,45.25,0.015283509,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,24.1,0.005896226,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,25.2,0.005961252,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,26.2,0.006848846,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,27.3,0.008022463,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,28.2,0.00920556,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,29.4,0.010653144,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,30.5,0.011558556,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,31.5,0.013414356,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,32.5,0.015178883,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,33.9,0.022464843,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,35.2,0.019981617,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,36.3,0.020402334,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,37.8,0.020811221,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,39.1,0.025010004,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,41.1,0.024227154,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,42.6,0.024691968,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,44.2,0.016818029,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
485,46.2,0.013012192,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,17.2,0.000482952,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,18.325,0.001109004,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,19.5,0.001450368,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,20.6,0.002647674,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,21.8,0.003294133,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,22.375,0.004097857,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,23.4,0.005033219,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,25.625,0.007480551,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,27,0.008896006,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,27.75,0.008907892,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,29.05,0.011499408,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,30.43,0.013111659,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,31.88,0.015932954,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,33.33,0.017528791,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,34.85,0.020183264,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,36.7,0.022547406,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,38.15,0.026149944,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,40.25,0.026315789,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,41.725,0.027105413,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,44.05,0.02876539,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,46.9,0.02426831,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
486,49.2,0.015638928,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,23.5,0.004541532,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,24.5,0.006909895,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,25.5,0.009198786,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,27.4,0.009637625,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,28.6,0.012325593,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,30,0.013171586,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,31.1,0.014428765,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,32.55,0.016670834,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,34,0.019654088,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,35.55,0.028154739,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,37.2,0.028731504,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,38.73,0.031806616,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,40.6,0.032631751,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,42.275,0.02771081,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
487,44.325,0.021367978,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,24.1,0.001526554,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,25.1,0.001965525,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,26.2,0.004093495,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,27.2,0.007607455,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,27.9,0.006892274,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,28.75,0.008578536,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,30.125,0.010805437,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,31.225,0.014601311,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,32.575,0.016621511,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,33.925,0.019762455,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,35.4,0.028049704,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,36.725,0.029941016,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,38.65,0.024058124,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,40.425,0.031355826,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,42.425,0.029173231,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,44.3,0.021284294,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,46.175,0.013507307,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,48.425,0.008321545,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
488,51.525,0.00149488,Bacteria,Bacteria,Firmicutes,Streptococcus thermophilus,FA,H
489,26.1,0.001091414,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,27.3,0.001048595,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,28.4,0.00173462,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,29.9,0.00182977,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,31.1,0.001810383,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,32.6,0.002497311,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,35.2,0.002521368,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,36.6,0.002685366,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,37.9,0.003847203,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,39.7,0.003522988,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,41.1,0.00447984,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,42.7,0.004505973,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,43.8,0.00444982,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,45.1,0.004814567,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,47.3,0.005247781,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,48.6,0.004760435,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,50.4,0.004652738,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,52.1,0.004064139,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,54.3,0.003733864,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,56.3,0.003760575,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
489,58.8,0.000143778,Bacteria,Bacteria,Actinobacteria,Acidimicrobium ferrooxidans,A,M
490,52,0.000195482,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,55,0.000205091,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,56.8,0.000209926,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,57.9,0.000284447,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,60,0.000267844,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,62.3,0.000433521,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,63.8,0.00142058,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,65.9,0.001584765,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,68.3,0.001692509,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,70.2,0.00162948,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,73.7,0.001480663,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,75.8,0.001296513,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,77.4,0.000521796,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
490,80.4,0.000159642,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,41.9,9.39E-06,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,43.3,1.05E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,44.7,1.23E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,46,1.36E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,47.5,1.76E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,48.8,2.38E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,50.4,2.65E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,53.7,2.94E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,55.4,3.50E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,57.7,3.74E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,59.2,4.46E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,61.1,4.63E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,62.4,6.07E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,64.9,5.59E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,66.8,7.51E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,72.1,0.000102966,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,77,9.66E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,79.3,0.000110351,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
491,83,6.39E-05,Archaea,Crenarchaeota,Crenarchaeota,Acidianus brierleyi,FA,M
492,50.5,4.45E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,50.8,5.62E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,51.5,4.80E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,52,6.14E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,52.3,6.65E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,53.1,6.93E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,53.6,7.59E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,55.4,8.15E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,56.2,8.46E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,57.3,8.84E-05,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,58.4,0.000101218,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,60,0.000112916,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,61.2,0.000123037,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,62.5,0.000130361,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,63.9,0.000128481,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,65.3,0.000142327,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,67.5,0.000148397,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,69.9,0.000161934,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,71,0.000165868,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
492,73.4,0.000150638,Archaea,Crenarchaeota,Crenarchaeota,Sulfolobus metallicus,A,A
493,26.9,5.22E-05,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,28.6,0.000104861,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,30.3,8.86E-05,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,31.9,0.000103859,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,33.7,0.000118217,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,35.5,0.000169781,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,37.1,0.000166867,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,38.6,0.000151114,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,42.5,0.000193645,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,44,8.00E-05,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
493,45.8,4.16E-05,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma acidiphilum,A,A
494,32.6,0.000185082,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,34.1,0.000273494,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,35.3,0.00031515,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,36.9,0.000337915,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,38.1,0.000390354,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,39.5,0.000386588,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,40.7,0.000471689,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,42.4,0.000569246,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,43.8,0.000577406,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,45.5,0.00065644,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,47.1,0.000726137,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,48.4,0.000799423,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,50,0.000895212,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,51.6,0.000961761,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,53.8,0.000937414,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,55.3,0.000954488,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,56.9,0.000950265,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,58.3,0.00078764,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,61.2,0.000413753,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
494,62.3,5.82E-05,Archaea,Euryarchaeota,Euryarchaeota,Ferroplasma cyprexacervatum,A,A
495,29.3,0.00071795,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,30.6,0.000710016,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,32,0.001006961,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,33.3,0.001230167,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,34.6,0.001478776,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,36.2,0.001429254,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,37.9,0.001439326,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,39.3,0.001295026,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,41,0.002622055,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,42,0.002336006,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,43.5,0.002337379,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,45.3,0.001651861,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,47.3,0.00242278,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,48.6,0.003555552,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,50.5,0.002418715,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,52.8,0.00276516,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,54.4,0.003076366,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,56.2,0.001980072,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,58.3,0.001709868,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
495,60.2,0.000972118,Bacteria,Bacteria,Firmicutes,Sulfobacillus thermosulfidooxidans,FA,M
496,17.5,0.000163251,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,19,0.000349837,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,20.5,0.000451827,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,22.4,0.000590321,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,23.7,0.00064249,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,25.4,0.000624683,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,26.9,0.000922611,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,28.9,0.001046923,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,30.1,0.00159702,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,32.1,0.001899563,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,33.7,0.002134516,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,34.8,0.002110962,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,36.3,0.002305408,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,37.9,0.002418461,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,39.6,0.00249125,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,41.5,0.00242367,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,43.5,0.001678305,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
496,45,0.001479769,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferriphilum,A,H
497,18,0.000204389,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,20,0.000271703,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,22,0.00040638,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,23,0.00054102,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,25,0.000615553,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,27,0.00079105,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,28,0.000856019,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,30,0.001108712,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,32,0.000939234,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,34,0.001186637,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,35,0.001501801,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,37,0.001320517,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,38,0.001293633,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,40,0.001156063,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,42,0.000664335,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
497,44,6.68E-05,Bacteria,Bacteria,Nitrospirae,Leptospirillum ferrooxidans,A,H
498,25.8,5.66E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,27,6.53E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,28.3,7.42E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,29.5,6.79E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,30.7,7.88E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,31.9,8.24E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,33.1,9.88E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,34.5,9.55E-05,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,35.7,0.000100984,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,38.4,0.000104043,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
498,40,0.000118161,Bacteria,Bacteria,Proteobacteria,Acidithiobacillus caldus,FA,H
